time,rule,magic,signal_id,dir,ref_entry,close_price,pips,closed_count,profit_usd,hold_min,remain,reason
2026.09.04 16:26:02,L,600011,-1004472107780_1946,SELL,4404.16,4407.13,-29.7,10,-54.49,2.3,0,SL確定足突破
2026.09.04 16:26:05,N,600013,-1004472107780_1946,SELL,4404.16,4407.13,-29.7,10,-51.39,2.4,0,SL確定足突破
2026.09.04 16:26:08,J,600009,-1004472107780_1946,SELL,4404.16,4407.13,-29.7,10,-51.63,2.4,0,SL確定足突破
2026.09.04 16:26:10,B,600001,-1004472107780_1946,SELL,4404.16,4407.13,-29.7,10,-50.14,2.5,0,SL確定足突破
2026.09.04 16:26:13,H,600007,-1004472107780_1946,SELL,4404.16,4407.13,-29.7,10,-45.73,2.5,0,SL確定足突破
2026.09.04 16:26:16,D,600003,-1004472107780_1946,SELL,4404.16,4407.13,-29.7,10,-47.44,2.6,0,SL確定足突破
2026.09.04 16:26:19,F,600005,-1004472107780_1946,SELL,4404.16,4407.13,-29.7,10,-40.56,2.6,0,SL確定足突破
2026.09.04 16:26:21,K,600010,-1004472107780_1946,SELL,4404.16,4407.13,-29.7,10,-41.43,2.7,0,SL確定足突破
2026.09.04 16:26:24,A,600000,-1004472107780_1946,SELL,4404.16,4407.13,-29.7,10,-45.56,2.7,0,SL確定足突破
2026.09.04 16:26:27,O,600014,-1004472107780_1946,SELL,4404.16,4407.13,-29.7,10,-47.02,2.8,0,SL確定足突破
2026.09.04 16:26:29,E,600004,-1004472107780_1946,SELL,4404.16,4407.13,-29.7,10,-49.31,2.8,0,SL確定足突破
2026.09.04 16:26:32,M,600012,-1004472107780_1946,SELL,4404.16,4407.13,-29.7,10,-47.14,2.8,0,SL確定足突破
2026.09.04 16:26:34,I,600008,-1004472107780_1946,SELL,4404.16,4407.13,-29.7,10,-47.37,2.9,0,SL確定足突破
2026.09.04 16:26:37,C,600002,-1004472107780_1946,SELL,4404.16,4407.13,-29.7,10,-52.85,2.9,0,SL確定足突破
2026.09.04 16:26:40,G,600006,-1004472107780_1946,SELL,4404.16,4407.13,-29.7,10,-57.83,3.0,0,SL確定足突破
2026.09.04 16:31:32,F,600005,-1004472107780_1951,SELL,4417.54,4415.20,23.4,1,2.54,0.6,0,F:半数決済(+20p)
2026.09.04 16:32:40,D,600003,-1004472107780_1951,SELL,4420.45,4416.41,40.4,3,2.30,1.2,3,D:TP1到達
2026.09.04 16:32:42,H,600007,-1004472107780_1951,SELL,4420.45,4416.41,40.4,3,-1.43,1.2,3,H:TP1到達
2026.09.04 16:32:45,C,600002,-1004472107780_1951,SELL,4420.45,4416.41,40.4,3,-1.23,1.3,3,C:TP1到達
2026.09.04 16:32:46,N,600013,-1004472107780_1951,SELL,4420.45,4416.41,40.4,2,1.30,1.4,4,N:1段目(+40p)
2026.09.04 16:32:49,J,600009,-1004472107780_1951,SELL,4420.45,4416.41,40.4,3,-1.57,1.3,3,J:TP1到達
2026.09.04 16:32:50,B,600001,-1004472107780_1951,SELL,4420.45,4416.41,40.4,3,-3.38,1.4,3,B:TP1到達
2026.09.04 16:32:52,A,600000,-1004472107780_1951,SELL,4420.45,4416.41,40.4,6,3.78,0.9,0,A:TP1到達
2026.09.04 16:32:54,G,600006,-1004472107780_1951,SELL,4420.45,4416.41,40.4,2,-1.37,1.6,4,G:1段目(+40p)
2026.09.04 16:33:45,E,600004,-1004472107780_1951,SELL,4420.59,4416.16,44.3,0,0.00,0.0,7,E:建値移動(決済なし)
2026.09.04 16:34:45,E,600004,-1004472107780_1951,SELL,4420.59,4415.71,48.8,4,11.65,3.1,3,E:1.1倍水準到達
2026.09.04 16:34:46,D,600003,-1004472107780_1951,SELL,4420.45,4414.44,60.1,0,0.00,0.0,4,D:建値移動(決済なし)
2026.09.04 16:35:03,I,600008,-1004472107780_1951,SELL,4420.45,4412.53,79.2,3,15.24,3.6,3,I:TP1(半数)
2026.09.04 16:35:51,N,600013,-1004472107780_1951,SELL,4420.45,4412.32,81.3,2,12.85,3.8,2,N:2段目(+80p)
2026.09.04 16:35:52,G,600006,-1004472107780_1951,SELL,4420.45,4412.32,81.3,2,12.62,3.8,2,G:2段目(+80p)
2026.09.04 16:35:56,E,600004,-1004472107780_1951,SELL,4420.59,4411.68,89.1,3,25.10,3.2,0,E:2.0倍水準到達
2026.09.04 16:36:19,H,600007,-1004472107780_1951,SELL,4420.45,4410.26,101.9,0,0.00,0.0,3,H:建値移動(決済なし)
2026.09.04 16:36:20,O,600014,-1004472107780_1951,SELL,4420.45,4410.26,101.9,3,22.82,4.9,3,O:TP(+100p半数)
2026.09.04 16:37:25,K,600010,-1004472107780_1951,SELL,4420.59,4414.44,61.5,4,16.15,5.7,3,K:TP1_HIT(半数)
2026.09.04 16:38:01,H,600007,-1004472107780_1951,SELL,4420.45,4413.74,67.1,3,16.14,5.6,0,SL確定足突破
2026.09.04 16:38:41,F,600005,-1004472107780_1955,SELL,4413.88,4411.86,20.2,1,2.02,0.6,0,F:半数決済(+20p)
2026.09.04 16:39:15,C,600002,-1004472107780_1955,SELL,4414.24,4410.21,40.3,1,4.03,1.1,0,C:TP1到達
2026.09.04 16:39:15,D,600003,-1004472107780_1955,SELL,4414.21,4410.21,40.0,1,4.76,1.2,0,D:TP1到達
2026.09.04 16:39:18,G,600006,-1004472107780_1955,SELL,4414.21,4410.21,40.0,1,4.74,1.2,0,G:1段目(+40p)
2026.09.04 16:39:20,J,600009,-1004472107780_1955,SELL,4414.39,4410.21,41.8,1,6.25,1.3,0,J:TP1到達
2026.09.04 16:39:21,B,600001,-1004472107780_1955,SELL,4414.34,4410.21,41.3,1,7.08,1.3,0,B:TP1到達
2026.09.04 16:39:23,H,600007,-1004472107780_1955,SELL,4413.81,4407.26,65.5,1,6.55,1.3,0,H:TP1到達
2026.09.04 16:39:26,A,600000,-1004472107780_1955,SELL,4413.81,4407.26,65.5,1,7.63,1.4,0,A:TP1到達
2026.09.04 16:39:33,E,600004,-1004472107780_1955,SELL,4414.06,4407.26,68.0,0,0.00,0.0,1,E:建値移動(決済なし)
2026.09.04 16:39:40,N,600013,-1004472107780_1955,SELL,4413.75,4407.26,64.9,1,5.49,1.6,0,N:1段目(+40p)
2026.09.04 16:39:41,D,600003,-1004472107780_1951,SELL,4420.45,4407.26,131.9,4,45.69,7.0,0,D:TP2到達
2026.09.04 16:39:42,C,600002,-1004472107780_1951,SELL,4420.45,4407.26,131.9,3,32.37,7.3,0,C:TP2到達
2026.09.04 16:39:43,J,600009,-1004472107780_1951,SELL,4420.45,4407.26,131.9,3,31.73,7.3,0,J:TP2到達
2026.09.04 16:39:45,B,600001,-1004472107780_1951,SELL,4420.45,4407.26,131.9,4,41.04,7.1,0,B:TP2到達
2026.09.04 16:39:48,K,600010,-1004472107780_1955,SELL,4413.07,4409.56,35.1,1,4.31,1.7,0,K:TP1_HIT(半数)
2026.09.04 16:39:48,K,600010,-1004472107780_1951,SELL,4420.59,4408.52,120.7,3,35.68,7.0,0,K:TP_HIT(全決済)
2026.09.04 16:39:49,E,600004,-1004472107780_1955,SELL,4414.06,4408.40,56.6,1,5.66,1.8,0,E:1.1倍水準到達
2026.09.04 16:43:00,I,600008,-1004472107780_1955,SELL,4413.39,4415.97,-25.8,1,-3.53,4.9,0,SL確定足突破
2026.09.04 16:43:00,O,600014,-1004472107780_1955,SELL,4413.04,4415.97,-29.3,1,-3.83,4.9,0,SL確定足突破
2026.09.04 16:45:02,L,600011,-1004472107780_1955,SELL,4419.76,4423.92,-41.6,10,-69.03,2.6,0,SL確定足突破
2026.09.04 16:45:03,O,600014,-1004472107780_1951,SELL,4420.45,4423.92,-34.7,3,-11.51,12.6,0,SL確定足突破
2026.09.04 16:45:03,N,600013,-1004472107780_1951,SELL,4420.45,4423.92,-34.7,2,-6.45,12.6,0,SL確定足突破
2026.09.04 16:45:04,I,600008,-1004472107780_1951,SELL,4420.45,4423.92,-34.7,3,-10.91,12.6,0,SL確定足突破
2026.09.04 16:47:00,G,600006,-1004472107780_1951,SELL,4420.45,4427.41,-69.6,2,-15.09,14.6,0,SL確定足突破
2026.09.04 16:47:02,L,600011,-1004472107780_1951,SELL,4420.59,4427.41,-68.2,7,-65.88,14.9,0,SL確定足突破
2026.09.04 16:51:46,F,600005,-1004472107780_1960,BUY,4426.14,4428.18,20.4,3,1.48,0.3,2,F:半数決済(+20p)
2026.09.04 16:51:57,N,600013,-1004472107780_1960,BUY,4425.90,4430.01,41.1,2,3.25,0.8,4,N:1段目(+40p)
2026.09.04 16:51:59,H,600007,-1004472107780_1960,BUY,4425.81,4430.01,42.0,3,3.33,0.6,3,H:TP1到達
2026.09.04 16:52:00,B,600001,-1004472107780_1960,BUY,4425.90,4430.01,41.1,3,3.93,0.8,3,B:TP1到達
2026.09.04 16:52:02,J,600009,-1004472107780_1960,BUY,4425.90,4430.01,41.1,3,4.94,0.9,3,J:TP1到達
2026.09.04 16:52:06,A,600000,-1004472107780_1960,BUY,4425.90,4430.01,41.1,6,16.63,0.9,0,A:TP1到達
2026.09.04 16:52:07,D,600003,-1004472107780_1960,BUY,4425.90,4430.01,41.1,3,6.21,0.9,3,D:TP1到達
2026.09.04 16:52:09,C,600002,-1004472107780_1960,BUY,4425.69,4430.01,43.2,3,10.14,0.7,3,C:TP1到達
2026.09.04 16:52:11,M,600012,-1004472107780_1960,BUY,4425.90,4430.01,41.1,3,7.70,1.0,3,C:TP1到達
2026.09.04 16:52:12,E,600004,-1004472107780_1960,BUY,4425.81,4430.74,49.3,0,0.00,0.0,6,E:建値移動(決済なし)
2026.09.04 16:52:13,G,600006,-1004472107780_1960,BUY,4426.03,4430.74,47.1,2,6.72,1.0,4,G:1段目(+40p)
2026.09.04 16:52:14,E,600004,-1004472107780_1960,BUY,4425.81,4430.78,49.7,3,10.18,0.9,3,E:1.1倍水準到達
2026.09.04 16:53:00,H,600007,-1004472107780_1960,BUY,4425.81,4425.57,-2.4,3,-1.55,1.5,0,SL確定足突破
2026.09.04 16:53:02,O,600014,-1004472107780_1960,BUY,4425.90,4425.57,-3.3,6,-6.09,1.7,0,SL確定足突破
2026.09.04 16:53:02,J,600009,-1004472107780_1960,BUY,4425.90,4425.57,-3.3,3,-2.49,1.7,0,SL確定足突破
2026.09.04 16:53:04,I,600008,-1004472107780_1960,BUY,4425.81,4425.57,-2.4,6,-12.17,1.6,0,SL確定足突破
2026.09.04 16:53:05,E,600004,-1004472107780_1960,BUY,4425.81,4425.57,-2.4,3,-3.45,1.5,0,SL確定足突破
2026.09.04 16:53:06,F,600005,-1004472107780_1960,BUY,4426.14,4425.57,-5.7,2,-1.32,1.5,0,SL確定足突破
2026.09.04 16:53:06,C,600002,-1004472107780_1960,BUY,4425.69,4425.57,-1.2,3,-2.54,1.5,0,SL確定足突破
2026.09.04 16:53:07,M,600012,-1004472107780_1960,BUY,4425.90,4425.57,-3.3,3,-2.50,1.8,0,SL確定足突破
2026.09.04 16:55:53,F,600005,-1004472107780_1964,BUY,4421.98,4424.05,20.7,1,2.58,0.9,0,F:半数決済(+20p)
2026.09.04 16:56:21,J,600009,-1004472107780_1964,BUY,4422.12,4426.12,40.0,1,4.00,1.4,0,J:TP1到達
2026.09.04 16:56:24,C,600002,-1004472107780_1964,BUY,4422.12,4426.12,40.0,1,4.30,1.4,0,C:TP1到達
2026.09.04 16:56:26,N,600013,-1004472107780_1964,BUY,4422.69,4426.72,40.3,1,4.05,1.4,0,N:1段目(+40p)
2026.09.04 16:56:29,A,600000,-1004472107780_1964,BUY,4422.69,4426.72,40.3,1,3.36,1.5,0,A:TP1到達
2026.09.04 16:56:32,G,600006,-1004472107780_1964,BUY,4422.54,4426.72,41.8,1,3.73,1.5,0,G:1段目(+40p)
2026.09.04 16:56:34,M,600012,-1004472107780_1964,BUY,4422.47,4426.72,42.5,1,4.04,1.6,0,C:TP1到達
2026.09.04 16:56:34,D,600003,-1004472107780_1964,BUY,4422.47,4426.72,42.5,1,3.50,1.6,0,D:TP1到達
2026.09.04 16:56:35,B,600001,-1004472107780_1964,BUY,4422.49,4426.72,42.3,1,3.33,1.6,0,B:TP1到達
2026.09.04 16:56:37,H,600007,-1004472107780_1964,BUY,4422.17,4426.72,45.5,1,3.77,1.6,0,H:TP1到達
2026.09.04 16:58:00,O,600014,-1004472107780_1964,BUY,4422.15,4420.47,-16.8,1,-1.97,3.1,0,SL確定足突破
2026.09.04 16:58:00,I,600008,-1004472107780_1964,BUY,4422.34,4420.47,-18.7,1,-2.16,3.1,0,SL確定足突破
2026.09.04 16:58:01,N,600013,-1004472107780_1960,BUY,4425.90,4420.47,-54.3,4,-28.34,6.7,0,SL確定足突破
2026.09.04 16:58:03,B,600001,-1004472107780_1960,BUY,4425.90,4420.47,-54.3,7,-41.56,6.0,0,SL確定足突破
2026.09.04 16:58:05,L,600011,-1004472107780_1960,BUY,4423.66,4420.47,-31.9,10,-71.54,6.3,0,SL確定足突破
2026.09.04 16:58:07,D,600003,-1004472107780_1960,BUY,4425.90,4420.47,-54.3,7,-45.85,6.1,0,SL確定足突破
2026.09.04 16:58:08,G,600006,-1004472107780_1960,BUY,4426.03,4420.47,-55.6,4,-29.99,6.8,0,SL確定足突破
2026.09.04 16:58:11,K,600010,-1004472107780_1960,BUY,4423.66,4420.47,-31.9,10,-66.49,6.3,0,SL確定足突破
2026.09.04 16:59:02,K,600010,-1004472107780_1964,BUY,4417.79,4414.34,-34.5,10,-64.44,1.4,0,SL確定足突破
2026.09.04 16:59:05,L,600011,-1004472107780_1964,BUY,4417.79,4414.34,-34.5,10,-67.43,1.5,0,SL確定足突破
2026.09.04 16:59:07,D,600003,-1004472107780_1964,BUY,4422.47,4414.34,-81.3,9,-55.07,1.2,0,SL確定足突破
2026.09.04 16:59:09,B,600001,-1004472107780_1964,BUY,4422.49,4414.34,-81.5,9,-54.33,1.2,0,SL確定足突破
2026.09.04 16:59:12,E,600004,-1004472107780_1964,BUY,4417.79,4414.34,-34.5,10,-59.99,1.6,0,SL確定足突破
2026.09.04 17:00:35,F,600005,-1004472107780_1968,BUY,4412.83,4415.30,24.7,1,0.99,0.7,1,F:半数決済(+20p)
2026.09.04 17:00:48,C,600002,-1004472107780_1968,BUY,4412.83,4417.01,41.8,1,3.13,0.8,1,C:TP1到達
2026.09.04 17:00:48,D,600003,-1004472107780_1968,BUY,4412.83,4417.01,41.8,1,2.93,0.9,1,D:TP1到達
2026.09.04 17:00:51,J,600009,-1004472107780_1968,BUY,4412.83,4417.01,41.8,1,2.58,0.9,1,J:TP1到達
2026.09.04 17:00:55,N,600013,-1004472107780_1968,BUY,4412.83,4417.01,41.8,1,2.69,1.0,1,N:1段目(+40p)
2026.09.04 17:00:57,E,600004,-1004472107780_1968,BUY,4412.83,4417.36,45.3,0,0.00,0.0,2,E:建値移動(決済なし)
2026.09.04 17:01:02,E,600004,-1004472107780_1968,BUY,4412.83,4417.90,50.7,1,3.87,1.1,1,E:1.1倍水準到達
2026.09.04 17:01:05,G,600006,-1004472107780_1968,BUY,4414.16,4418.17,40.1,1,4.01,1.1,0,G:1段目(+40p)
2026.09.04 17:01:05,B,600001,-1004472107780_1968,BUY,4414.14,4418.17,40.3,1,1.58,1.1,0,B:TP1到達
2026.09.04 17:01:08,M,600012,-1004472107780_1968,BUY,4414.15,4418.17,40.2,1,1.85,1.2,0,C:TP1到達
2026.09.04 17:01:11,H,600007,-1004472107780_1968,BUY,4414.03,4418.17,41.4,1,1.67,1.2,0,H:TP1到達
2026.09.04 17:02:09,D,600003,-1004472107780_1968,BUY,4412.83,4419.72,68.9,0,0.00,0.0,1,D:建値移動(決済なし)
2026.09.04 17:02:12,A,600000,-1004472107780_1968,BUY,4414.61,4419.72,51.1,1,0.88,2.3,0,A:TP1到達
2026.09.04 17:03:00,J,600009,-1004472107780_1968,BUY,4412.83,4414.80,19.7,1,1.93,2.8,0,SL確定足突破
2026.09.04 17:05:00,I,600008,-1004472107780_1968,BUY,4412.81,4421.03,82.2,1,6.98,5.0,1,I:TP1(半数)
2026.09.04 17:05:00,N,600013,-1004472107780_1968,BUY,4412.83,4421.03,82.0,1,7.83,4.8,0,N:2段目(+80p)
2026.09.04 17:05:09,E,600004,-1004472107780_1968,BUY,4412.83,4421.84,90.1,1,9.28,4.9,0,E:2.0倍水準到達
2026.09.04 17:05:50,O,600014,-1004472107780_1968,BUY,4412.83,4422.84,100.1,1,8.19,5.9,1,O:TP(+100p半数)
2026.09.04 17:07:51,C,600002,-1004472107780_1968,BUY,4412.83,4424.88,120.5,1,11.89,7.6,0,C:TP2到達
2026.09.04 17:07:51,D,600003,-1004472107780_1968,BUY,4412.83,4424.88,120.5,1,11.89,7.6,0,D:TP2到達
2026.09.04 17:07:52,F,600005,-1004472107780_1968,BUY,4412.83,4424.88,120.5,1,11.51,7.6,0,F:TP2到達
2026.09.04 17:13:24,I,600008,-1004472107780_1968,BUY,4412.81,4427.92,151.1,1,15.11,13.1,0,I:TP2(全決済)
2026.09.04 17:14:01,L,600011,-1004472107780_1968,BUY,4412.00,4432.59,205.9,2,38.13,13.9,2,L:半数確保(+200p)
2026.09.04 17:22:59,F,600005,-1004472107780_1974,BUY,4429.00,4431.25,22.5,2,2.26,0.7,2,F:半数決済(+20p)
2026.09.04 17:23:12,A,600000,-1004472107780_1974,BUY,4429.00,4433.17,41.7,4,12.37,0.7,0,A:TP1到達
2026.09.04 17:23:14,G,600006,-1004472107780_1974,BUY,4429.00,4433.17,41.7,2,4.62,0.9,2,G:1段目(+40p)
2026.09.04 17:23:15,D,600003,-1004472107780_1974,BUY,4429.00,4433.17,41.7,2,2.16,1.0,2,D:TP1到達
2026.09.04 17:23:19,J,600009,-1004472107780_1974,BUY,4429.00,4433.17,41.7,2,0.52,1.0,2,J:TP1到達
2026.09.04 17:23:21,C,600002,-1004472107780_1974,BUY,4429.00,4433.17,41.7,2,0.26,1.0,2,C:TP1到達
2026.09.04 17:23:23,H,600007,-1004472107780_1974,BUY,4429.00,4433.17,41.7,2,1.67,1.1,2,H:TP1到達
2026.09.04 17:23:23,B,600001,-1004472107780_1974,BUY,4429.00,4433.17,41.7,2,1.31,1.1,2,B:TP1到達
2026.09.04 17:23:27,M,600012,-1004472107780_1974,BUY,4429.00,4433.17,41.7,2,-0.31,1.2,2,C:TP1到達
2026.09.04 17:23:29,N,600013,-1004472107780_1974,BUY,4429.00,4433.17,41.7,1,-0.50,1.6,3,N:1段目(+40p)
2026.09.04 17:24:00,F,600005,-1004472107780_1974,BUY,4429.00,4429.06,0.6,2,0.42,1.2,0,SL確定足突破
2026.09.04 17:24:01,O,600014,-1004472107780_1974,BUY,4429.00,4429.06,0.6,4,-1.61,1.5,0,SL確定足突破
2026.09.04 17:24:01,J,600009,-1004472107780_1974,BUY,4429.00,4429.06,0.6,2,0.14,1.3,0,SL確定足突破
2026.09.04 17:24:02,C,600002,-1004472107780_1974,BUY,4429.00,4429.06,0.6,2,0.45,1.3,0,SL確定足突破
2026.09.04 17:24:03,H,600007,-1004472107780_1974,BUY,4429.00,4429.06,0.6,2,0.34,1.3,0,SL確定足突破
2026.09.04 17:24:04,I,600008,-1004472107780_1974,BUY,4429.00,4429.06,0.6,4,-1.58,1.5,0,SL確定足突破
2026.09.04 17:24:04,M,600012,-1004472107780_1974,BUY,4429.00,4429.06,0.6,2,-0.24,1.3,0,SL確定足突破
2026.09.04 17:25:02,E,600004,-1004472107780_1974,BUY,4426.94,4431.62,46.8,0,0.00,0.0,8,E:建値移動(決済なし)
2026.09.04 17:25:15,E,600004,-1004472107780_1974,BUY,4426.94,4432.12,51.8,4,14.97,2.7,4,E:1.1倍水準到達
2026.09.04 17:25:28,D,600003,-1004472107780_1974,BUY,4429.00,4435.07,60.7,0,0.00,0.0,6,D:建値移動(決済なし)
2026.09.04 17:25:34,E,600004,-1004472107780_1974,BUY,4426.94,4435.88,89.4,4,35.38,1.3,0,E:2.0倍水準到達
2026.09.04 17:25:45,G,600006,-1004472107780_1974,BUY,4429.00,4437.15,81.5,1,7.41,3.0,1,G:2段目(+80p)
2026.09.04 17:25:45,N,600013,-1004472107780_1974,BUY,4429.00,4437.15,81.5,1,7.11,3.1,2,N:2段目(+80p)
2026.09.04 17:27:32,K,600010,-1004472107780_1974,BUY,4426.94,4432.49,55.5,4,11.39,5.0,4,K:TP1_HIT(半数)
2026.09.04 17:27:33,K,600010,-1004472107780_1968,BUY,4412.00,4432.75,207.5,2,37.96,26.1,2,K:TP1_HIT(半数)
2026.09.04 17:27:34,K,600010,-1004472107780_1974,BUY,4426.94,4432.61,56.7,4,21.39,3.3,0,K:TP_HIT(全決済)
2026.09.04 17:27:35,K,600010,-1004472107780_1968,BUY,4412.00,4433.15,211.5,2,41.69,24.5,0,K:TP_HIT(全決済)
2026.09.04 17:30:01,D,600003,-1004472107780_1974,BUY,4429.00,4428.85,-1.5,6,6.63,6.2,0,SL確定足突破
2026.09.04 17:30:02,N,600013,-1004472107780_1974,BUY,4429.00,4428.85,-1.5,2,0.30,7.3,0,SL確定足突破
2026.09.04 17:35:21,B,600001,-1004472107780_1974,BUY,4429.00,4441.03,120.3,6,76.71,11.6,0,B:TP2到達
2026.09.04 17:53:00,G,600006,-1004472107780_1974,BUY,4429.00,4422.81,-61.9,1,-6.34,30.2,0,SL確定足突破
2026.09.04 17:53:02,L,600011,-1004472107780_1974,BUY,4426.94,4422.81,-41.3,8,-47.60,29.6,0,SL確定足突破
2026.09.04 19:51:18,F,600005,-1004472107780_1983,SELL,4440.34,4438.08,22.6,2,4.10,1.4,1,F:半数決済(+20p)
2026.09.04 19:54:59,H,600007,-1004472107780_1983,SELL,4440.21,4436.11,41.0,1,3.95,5.3,1,H:TP1到達
2026.09.04 19:54:59,B,600001,-1004472107780_1983,SELL,4440.13,4436.11,40.2,1,4.12,5.4,1,B:TP1到達
2026.09.04 19:55:02,J,600009,-1004472107780_1983,SELL,4440.07,4436.01,40.6,1,3.98,5.3,1,J:TP1到達
2026.09.04 19:55:04,A,600000,-1004472107780_1983,SELL,4440.09,4436.01,40.8,2,8.77,5.3,0,A:TP1到達
2026.09.04 19:55:07,N,600013,-1004472107780_1983,SELL,4440.09,4436.01,40.8,1,4.42,5.4,1,N:1段目(+40p)
2026.09.04 19:55:07,D,600003,-1004472107780_1983,SELL,4440.09,4436.01,40.8,1,4.23,5.5,1,D:TP1到達
2026.09.04 19:55:09,C,600002,-1004472107780_1983,SELL,4440.04,4436.01,40.3,1,4.33,5.5,1,C:TP1到達
2026.09.04 19:55:12,G,600006,-1004472107780_1983,SELL,4440.04,4436.01,40.3,1,3.98,5.5,1,G:1段目(+40p)
2026.09.04 19:55:16,M,600012,-1004472107780_1983,SELL,4440.05,4436.01,40.4,1,3.56,5.6,1,C:TP1到達
2026.09.04 19:56:44,E,600004,-1004472107780_1983,SELL,4439.97,4435.52,44.5,0,0.00,0.0,2,E:建値移動(決済なし)
2026.09.04 19:59:34,F,600005,-1004472107780_1986,SELL,4437.57,4435.49,20.8,2,3.95,2.0,1,F:半数決済(+20p)
2026.09.04 19:59:37,E,600004,-1004472107780_1983,SELL,4439.97,4435.07,49.0,1,4.90,10.0,1,E:1.1倍水準到達
2026.09.04 20:00:16,D,600003,-1004472107780_1983,SELL,4440.09,4433.91,61.8,0,0.00,0.0,1,D:建値移動(決済なし)
2026.09.04 20:00:38,A,600000,-1004472107780_1986,SELL,4437.78,4433.73,40.5,3,11.44,3.1,0,A:TP1到達
2026.09.04 20:00:40,J,600009,-1004472107780_1986,SELL,4437.77,4433.73,40.4,2,7.94,3.0,1,J:TP1到達
2026.09.04 20:00:43,M,600012,-1004472107780_1986,SELL,4437.77,4433.73,40.4,2,8.58,3.1,1,C:TP1到達
2026.09.04 20:00:46,N,600013,-1004472107780_1986,SELL,4437.70,4433.66,40.4,1,3.94,3.3,2,N:1段目(+40p)
2026.09.04 20:00:47,D,600003,-1004472107780_1986,SELL,4437.69,4433.66,40.3,1,3.59,3.3,1,D:TP1到達
2026.09.04 20:00:49,H,600007,-1004472107780_1986,SELL,4437.69,4433.66,40.3,2,7.23,3.1,1,H:TP1到達
2026.09.04 20:01:03,C,600002,-1004472107780_1986,SELL,4437.55,4433.42,41.3,2,8.16,3.3,1,C:TP1到達
2026.09.04 20:01:04,B,600001,-1004472107780_1986,SELL,4437.65,4433.42,42.3,2,8.19,3.5,1,B:TP1到達
2026.09.04 20:01:06,G,600006,-1004472107780_1986,SELL,4437.61,4433.42,41.9,1,4.16,3.6,2,G:1段目(+40p)
2026.09.04 20:01:10,E,600004,-1004472107780_1986,SELL,4437.82,4432.53,52.9,0,0.00,0.0,4,E:建値移動(決済なし)
2026.09.04 20:01:10,E,600004,-1004472107780_1986,SELL,4437.82,4432.46,53.6,2,10.57,3.5,2,E:1.1倍水準到達
2026.09.04 20:01:11,I,600008,-1004472107780_1983,SELL,4440.00,4432.46,75.4,1,7.99,11.6,1,I:TP1(半数)
2026.09.04 20:02:33,G,600006,-1004472107780_1983,SELL,4439.97,4431.86,81.1,1,8.01,12.4,0,G:2段目(+80p)
2026.09.04 20:02:40,D,600003,-1004472107780_1986,SELL,4437.69,4430.99,67.0,0,0.00,0.0,1,D:建値移動(決済なし)
2026.09.04 20:02:41,N,600013,-1004472107780_1983,SELL,4439.78,4430.99,87.9,1,8.70,12.7,0,N:2段目(+80p)
2026.09.04 20:02:41,E,600004,-1004472107780_1983,SELL,4439.97,4430.99,89.8,1,8.94,12.8,0,E:2.0倍水準到達
2026.09.04 20:19:00,I,600008,-1004472107780_1986,SELL,4437.62,4438.81,-11.9,3,-3.93,21.5,0,SL確定足突破
2026.09.04 20:19:01,C,600002,-1004472107780_1986,SELL,4437.55,4438.81,-12.6,1,-1.65,21.1,0,SL確定足突破
2026.09.04 20:19:01,F,600005,-1004472107780_1986,SELL,4437.57,4438.81,-12.4,1,-1.60,21.4,0,SL確定足突破
2026.09.04 20:19:01,J,600009,-1004472107780_1986,SELL,4437.77,4438.81,-10.4,1,-1.53,21.1,0,SL確定足突破
2026.09.04 20:19:01,M,600012,-1004472107780_1986,SELL,4437.77,4438.81,-10.4,1,-1.65,21.4,0,SL確定足突破
2026.09.04 20:19:02,E,600004,-1004472107780_1986,SELL,4437.82,4438.81,-9.9,2,-2.47,21.2,0,SL確定足突破
2026.09.04 20:19:02,D,600003,-1004472107780_1986,SELL,4437.69,4438.81,-11.2,1,-2.04,21.0,0,SL確定足突破
2026.09.04 20:19:02,H,600007,-1004472107780_1986,SELL,4437.69,4438.81,-11.2,1,-1.54,21.2,0,SL確定足突破
2026.09.04 20:19:02,O,600014,-1004472107780_1986,SELL,4437.61,4438.81,-12.0,1,-1.42,21.6,0,SL確定足突破
2026.09.04 20:19:03,J,600009,-1004472107780_1983,SELL,4440.07,4438.81,12.6,1,0.72,28.8,0,SL確定足突破
2026.09.04 20:26:20,H,600007,-1004472107780_1983,SELL,4440.21,4430.09,101.2,0,0.00,0.0,1,H:建値移動(決済なし)
2026.09.04 20:26:20,O,600014,-1004472107780_1983,SELL,4440.06,4430.00,100.6,1,10.06,36.7,1,O:TP(+100p半数)
2026.09.04 20:27:05,N,600013,-1004472107780_1986,SELL,4437.70,4429.64,80.6,1,7.86,29.3,1,N:2段目(+80p)
2026.09.04 20:29:01,G,600006,-1004472107780_1986,SELL,4437.35,4429.12,82.3,1,8.23,31.4,1,G:2段目(+80p)
2026.09.04 20:29:03,F,600005,-1004472107780_1983,SELL,4440.34,4428.23,121.1,1,11.82,38.9,0,F:TP2到達
2026.09.04 20:29:05,D,600003,-1004472107780_1983,SELL,4440.09,4427.92,121.7,1,12.09,39.1,0,D:TP2到達
2026.09.04 20:29:05,C,600002,-1004472107780_1983,SELL,4440.04,4427.92,121.2,1,12.11,39.4,0,C:TP2到達
